dock_id,latitude,longitude,borough,zip_code,total_docks
521,40.750673249846471,-73.994651516850368,Manhattan,10001,67.0
224,40.71146364,-74.00552427,Manhattan,10038,31.0
419,40.69580705,-73.97355569,Brooklyn,11205,25.0
454,40.75455731,-73.96592976,Manhattan,10022,35.0
337,40.7037992,-74.00838676,Manhattan,10005,37.0
340,40.71269042,-73.98776323,Manhattan,10002,28.0
491,40.740963734529309,-73.986022129874357,Manhattan,10010,53.0
270,40.69308257,-73.97178913,Brooklyn,11238,27.0
3169,40.78720869,-73.98128127,Manhattan,10024,59.0
3177,40.7867947,-73.977112,Manhattan,10024,65.0
435,40.741739693441794,-73.994155562306091,Manhattan,10011,50.0
382,40.73492695,-73.99200509,Manhattan,10003,37.0
3142,40.761227399027987,-73.960940224529992,Manhattan,10065,59.0
488,40.75645824,-73.99372222,Manhattan,10018,44.0
358,40.732915535816105,-74.007113839389461,Manhattan,10014,50.0
3461,40.714851505262523,-74.011223316192627,Manhattan,10007,35.0
523,40.754665910720966,-73.991381521334688,Manhattan,10018,54.0
414,40.70281858,-73.98765762,Brooklyn,11201-1832,24.0
510,40.7606597,-73.98042047,Manhattan,10111,52.0
281,40.764397099157911,-73.973714650605089,Manhattan,10153,66.0
352,40.76340613,-73.97722479,Manhattan,10019,39.0
3176,40.77452835,-73.98753759,Manhattan,10023,43.0
485,40.750380078810494,-73.983389876838928,Manhattan,10016,41.0
3092,40.719009499779979,-73.958525160997254,Brooklyn,11249,27.0
3285,40.78839,-73.9747,Manhattan,10024,44.0
516,40.752068618918223,-73.967843842461846,Manhattan,10017-6927,31.0
519,40.75190584288908,-73.9777450915213,Manhattan,10016,69.0
323,40.692361777950644,-73.9863174582017,Brooklyn,11201,41.0
285,40.734545669145326,-73.990741421971308,Manhattan,10003,53.0
496,40.73726185933166,-73.992389669005448,Manhattan,10003,49.0
3302,40.7969347,-73.9643412291,Manhattan,10025,23.0
3293,40.7921,-73.9739,Manhattan,10023,24.0
3171,40.78524672,-73.97667321,Manhattan,10024,39.0
502,40.714214125405633,-73.981291119204258,Manhattan,10002,31.0
477,40.756405472462014,-73.990026194496181,Manhattan,10018,62.0
236,40.72841859886519,-73.987139556910691,Manhattan,10003,47.0
161,40.729170246654718,-73.998102309707534,Manhattan,10012,36.0
297,40.734231997515714,-73.986922990116327,Manhattan,10003,27.0
3236,40.758984809405931,-73.9937996920268,Manhattan,100036,33.0
167,40.748900600657187,-73.976048826288789,Manhattan,10016,45.0
3141,40.765005247246158,-73.958184912232909,Manhattan,10029-6408,59.0
2021,40.75929124,-73.98859651,Manhattan,10036,46.0
,40.742868773121117,-73.98918628692627,Manhattan,10001-7604,
,40.677592069373759,-73.955637216568,Brooklyn,11238,
2009,40.71117444,-73.99682619,Manhattan,10038,36.0
293,40.730243933084807,-73.990904318043377,Manhattan,10003,57.0
515,40.760094375680779,-73.994618432393509,Manhattan,10036,36.0
,40.814325615698685,-73.959025499406408,Manhattan,10115,
3168,40.78472675142752,-73.969617157224278,Manhattan,10024,31.0
2017,40.75022392,-73.97121414,Manhattan,10017,39.0
3085,40.71469,-73.95739,Brooklyn,11249,26.0
537,40.74025878,-73.98409214,Manhattan,10037,42.0
3148,40.775655412918155,-73.950686144189348,Manhattan,10028,31.0
3357,40.8008363,-73.9664492472,Manhattan,10025,35.0
,40.729667308144691,-73.98067965378614,Manhattan,10009,
465,40.75513557,-73.98658032,Manhattan,10036,40.0
3134,40.76312584,-73.96526895,Manhattan,10065,51.0
530,40.771512987115379,-73.990512264078177,Manhattan,10019,36.0
3421,40.6843549,-73.98901629,Brooklyn,11217,23.0
229,40.72743423,-73.99379025,Manhattan,10012,27.0
2012,40.739445,-73.976806,Manhattan,10016,36.0
349,40.71850211,-73.98329859,Manhattan,10002,61.0
,40.78476,-73.969862,Manhattan,10024,
,40.745686,-74.005141,Manhattan,10011,
3140,40.771404248005979,-73.953516595587615,Manhattan,10021,55.0
,40.675832438558842,-73.956167694461854,Brooklyn,11238,
3289,40.790179493759808,-73.972889202292549,Manhattan,10024,35.0
276,40.71748752,-74.0104554,Manhattan,10007,26.0
427,40.70196458280229,-74.013973072901749,Manhattan,10004,48.0
,40.7671863,-73.9373554,Queens,11106,
302,40.72082834,-73.97793172,Manhattan,10009,24.0
3173,40.777507036906954,-73.988885880231976,Manhattan,10069,63.0
3233,40.757245685183783,-73.978059134309973,Manhattan,10017,39.0
,40.712460167493795,-73.9187303939206,Queens,11385,
3377,40.6786115,-73.99037292,Brooklyn,11231,26.0
3002,40.711512,-74.015756,Manhattan,10005,30.0
447,40.76370739172836,-73.985161504952771,Manhattan,10019,34.0
458,40.75139600163179,-74.005225996687756,Manhattan,10001,34.0
,40.761584,-73.925921,Queens,11106,
157,40.69089272,-73.99612349,Brooklyn,11231,23.0
3067,40.7016657,-73.9437303,Brooklyn,11207,27.0
3170,40.78499979,-73.97283406,Manhattan,10024,37.0
3428,40.740983,-74.001702,Manhattan,10017,25.0
3383,40.804213,-73.96699104,Manhattan,10025-4403,25.0
,40.756951,-73.982631,Manhattan,10019,
150,40.720873611063837,-73.98085794157295,Manhattan,10002-1013,54.0
258,40.68940747,-73.96885458,Brooklyn,11221,24.0
267,40.750977114649338,-73.9876542861167,Manhattan,10001,57.0
,40.738046142482766,-73.996429592370987,Manhattan,10011,
3121,40.74524768,-73.94733276,Queens,11101,27.0
522,40.75714758,-73.97207836,Manhattan,10022,52.0
2006,40.765909366532163,-73.976341513943865,Manhattan,10019,50.0
,40.7552433,-73.9485678,Queens,11101,
127,40.73172428,-74.00674436,Manhattan,10014,36.0
520,40.75992262,-73.97648516,Manhattan,10019,41.0
,40.756913,-73.921631,Queens,11101,
3158,40.771638522145494,-73.9826142834409,Manhattan,10023,31.0
459,40.746744997240768,-74.007755997200036,Manhattan,10011,50.0
,40.703545056910563,-73.917774903064426,Brooklyn,11237,
3062,40.695398158559648,-73.949549092955962,Brooklyn,11206,23.0
247,40.73535398,-74.00483091,Manhattan,10014,54.0
3109,40.72606,-73.95621,Brooklyn,11222,31.0
,40.7569332,-73.9262231,Queens,11106,
251,40.723179573579934,-73.994800121087877,Manhattan,10012,27.0
3443,40.761329827868138,-73.979820014890734,Manhattan,10019,41.0
3131,40.76712840349542,-73.962246179580688,Manhattan,10021,31.0
339,40.72580614,-73.97422494,Manhattan,10009:10010,30.0
3256,40.7277140777778,-74.011295735836029,Manhattan,10282,24.0
3165,40.775793063619012,-73.976202857688293,Manhattan,10023-5104,51.0
,40.7435337324616,-74.003675580024719,Manhattan,10011,
3119,40.74232745665055,-73.954117462334338,Queens,11109,47.0
3514,40.776699977420805,-73.92763104415846,Queens,11102,23.0
2000,40.702550887592736,-73.989402357891848,Brooklyn,11201-1832,32.0
311,40.717227389728656,-73.988020848194,Manhattan,10002,34.0
,40.827212,-73.942722,Manhattan,10031,
,40.707164987835448,-73.923710947581824,Brooklyn,11237,
3260,40.727063633483063,-73.996621370315538,Manhattan,10012,45.0
,40.80597300060446,-73.9649280016119,Manhattan,10025,
225,40.74195138,-74.00803013,Manhattan,100014,38.0
314,40.693859459803605,-73.990653535113026,Brooklyn,11201,41.0
489,40.75066386,-74.00176802,Manhattan,10001,37.0
3500,40.7989445,-73.944846,Manhattan,10029,31.0
3474,40.7252556952547,-74.004120826721191,Manhattan,10013,48.0
,40.724308329053109,-74.0047303508522,Manhattan,10014-3621,
3129,40.751101656456086,-73.940737171888841,Queens,11101,32.0
495,40.76269882,-73.99301222,Manhattan,10036,39.0
,40.730563,-73.973984,Manhattan,10009:10010,
3179,40.698617,-73.941342,Brooklyn,11206,23.0
3128,40.75052534,-73.94594845,Queens,11101,23.0
3524,40.7774552,-73.9225403,Queens,11105,23.0
3072,40.705833430710832,-73.946445799340438,Brooklyn,11206,24.0
3374,40.799484002827462,-73.9556130021206,Manhattan,10026,36.0
,40.70166,-73.92754,Brooklyn,11237,
3074,40.7076778697564,-73.940161722667582,Brooklyn,11206,42.0
2023,40.75968085,-73.97031366,Manhattan,10022,37.0
3297,40.6686627,-73.97988067,Brooklyn,11215,22.0
3346,40.675146806182745,-73.975232059581188,Brooklyn,11215,29.0
,40.6767000059359,-73.96902397973885,Brooklyn,11238,
3423,40.661063378736465,-73.9794525544067,Brooklyn,11215,29.0
,40.755293,-73.967641,Manhattan,10022,
3086,40.71514300816478,-73.944506995169732,Brooklyn,11211,30.0
324,40.689888,-73.981013,Brooklyn,11221,52.0
3321,40.6831164,-73.99785267,Brooklyn,11231,25.0
3043,40.6814598,-73.934903,Brooklyn,11206,23.0
3447,40.76703432309872,-73.95622730255127,Manhattan,10021,41.0
531,40.71893904,-73.99266288,Manhattan,10002,41.0
3399,40.672602981501257,-73.989830017089844,Brooklyn,11215,24.0
3137,40.77282817194925,-73.966852773014452,Manhattan,10065,31.0
3164,40.777057496494244,-73.978984753365722,Manhattan,10023,67.0
364,40.6890044298905,-73.9602385093908,Brooklyn,11221,27.0
,40.74964,-73.98805,Manhattan,10019,
3232,40.689621887903328,-73.983042687177658,Brooklyn,11231,31.0
332,40.712199065694364,-73.979481483686456,Manhattan,10002,36.0
408,40.71076228,-73.99400398,Manhattan,10002,23.0
478,40.760300964087207,-73.998842215075683,Manhattan,10018,37.0
250,40.72456089,-73.99565293,Manhattan,10012-3332,40.0
492,40.75019995,-73.99093085,Manhattan,10001,68.0
301,40.722174439456204,-73.983687787855928,Manhattan,10009,58.0
3393,40.6794327,-74.00785041,Brooklyn,11231,19.0
,40.759699959062537,-73.978081941604614,Manhattan,10111,
,40.73342399437081,-74.008514955639839,Manhattan,10014,
383,40.735238,-74.000271,Manhattan,10014,40.0
,40.6716493,-73.9631145,Brooklyn,11238,
,40.739448201304043,-74.005070328712463,Manhattan,100014,
82,40.711174146146909,-74.000165459846258,Manhattan,10038,28.0
3244,40.731437238885796,-73.9949034158759,Manhattan,10012,42.0
545,40.736502004173374,-73.978094710825985,Manhattan,10010,28.0
,40.77515953434235,-73.989186957478523,Manhattan,10069,
534,40.70255065,-74.0127234,Manhattan,10004,32.0
3066,40.69957608,-73.94708417,Brooklyn,11216,19.0
303,40.72362738,-73.99949601,Manhattan,10012,67.0
3046,40.682601,-73.938037,Brooklyn,11216,19.0
434,40.7431744892493,-74.00366443144371,Manhattan,10019,28.0
486,40.7462009,-73.98855723,Manhattan,10019,41.0
3527,40.80698,-73.941747,Manhattan,10035,27.0
,40.7425200338481,-73.948852080953358,Queens,11101,
,40.820036,-73.921411,The Bronx,10451,
,40.803865354678052,-73.9559308036241,Manhattan,10026,
,40.7449067,-73.9534573,Queens,11101,
3082,40.71167351,-73.95141312,Brooklyn,11211,26.0
467,40.68312489,-73.97895137,Brooklyn,11213,35.0
3422,40.6859296,-74.00242364,Brooklyn,11231,21.0
3367,40.792255261303531,-73.952499345433893,Manhattan,10029,39.0
,40.699569,-73.979827,Brooklyn,11251,
,40.725065510154749,-73.975158333778381,Manhattan,10009,
3368,40.6728155,-73.98352355,Brooklyn,11215,31.0
,40.766740561495261,-73.979069003262765,Manhattan,10019,
3304,40.668127,-73.98377641,Brooklyn,11215,27.0
3156,40.766638141892159,-73.953482957474591,Manhattan,10021,39.0
3513,40.774645,-73.923706,Queens,11106,21.0
,40.676969401123337,-73.965789970998529,Brooklyn,11216,
,40.70068,-73.90742,Queens,11385,
,40.7519071,-73.9479119,Queens,11101,
3160,40.77896784,-73.97374737,Manhattan,10023-5104,40.0
,40.7531106,-73.9279917,Queens,11101,
3255,40.750585353956282,-73.994684816951874,Manhattan,10001,67.0
,40.695356933202248,-73.993440270423889,Brooklyn,11201,
,40.69385,-73.90974,Brooklyn,11221,
3537,40.6809741,-73.9710097,Brooklyn,11238,29.0
,40.7633589,-73.9286471,Queens,11106,
3126,40.747182323602537,-73.94326351021428,Queens,11101,34.0
3415,40.6793307,-73.97519523,Brooklyn,11217,26.0
282,40.707748365354554,-73.968403028389474,Brooklyn,11249,28.0
,40.709897,-73.94008,Brooklyn,11211,
3335,40.6772744,-73.98282002,Brooklyn,11215,28.0
3301,40.79195568586411,-73.968086998713162,Manhattan,10025,39.0
,40.70108,-73.9179,Brooklyn,11237,
3350,40.797372092962441,-73.970411931122385,Manhattan,10025,39.0
295,40.71406667,-73.99293911,Manhattan,10002,24.0
,40.771771,-73.990625,Manhattan,10019,
3384,40.6787242,-73.99599099,Brooklyn,11231,25.0
3087,40.71413311,-73.95234386,Brooklyn,11211,36.0
173,40.760674427244716,-73.9845028812986,Manhattan,10036,56.0
3417,40.67957660709142,-73.978549734290524,Brooklyn,11217,27.0
418,40.70224,-73.982578,Brooklyn,11201,23.0
216,40.70037867,-73.99548059,Brooklyn,11201-1832,23.0
404,40.7405826,-74.00550867,Manhattan,10014,42.0
357,40.73261787,-73.99158043,Manhattan,10003,27.0
79,40.719115518193227,-74.006666615214328,Manhattan,10014,35.0
306,40.70823502,-74.00530063,Manhattan,10038,38.0
512,40.7500727,-73.99839279,Manhattan,10001,28.0
232,40.69597683,-73.99014892,Brooklyn,11201,24.0
433,40.72955361,-73.98057249,Manhattan,10009,47.0
116,40.741776033949371,-74.001497458394851,Manhattan,10011,39.0
263,40.717332103180979,-73.996353922154128,Manhattan,10013,45.0
291,40.713126,-73.984844,Manhattan,10002,20.0
513,40.768253994150385,-73.988639001684,Manhattan,10019,31.0
329,40.720397190030511,-74.010226907842977,Manhattan,10013,33.0
407,40.700469,-73.991454,Brooklyn,11201,43.0
137,40.761628,-73.972924,Manhattan,10022,49.0
546,40.744449200408923,-73.983035289766448,Manhattan,10016,45.0
290,40.76020258,-73.96478473,Manhattan,10035,30.0
475,40.73524276,-73.98758561,Manhattan,10003,37.0
411,40.722280868328653,-73.976687091862,Manhattan,10009,31.0
330,40.71450451,-74.00562789,Manhattan,10013,40.0
266,40.72368361,-73.97574813,Manhattan,10009:10010,30.0
443,40.70853074,-73.96408963,Brooklyn,11249,25.0
289,40.6845683,-73.95881081,Brooklyn,11221,19.0
218,40.69028437,-73.98707105,Brooklyn,11201,39.0
313,40.69610226,-73.96751037,Brooklyn,11238,23.0
421,40.69573398,-73.97129668,Brooklyn,11238,19.0
431,40.68864636,-73.98263429,Brooklyn,11201,30.0
2005,40.70531194,-73.97100056,Brooklyn,11251,12.0
3054,40.6894932,-73.942061,Brooklyn,11221,20.0
3102,40.72179134,-73.9504154,Brooklyn,11211,27.0
,40.6466068,-74.01597,Brooklyn,11220,
3108,40.725569987547651,-73.944339992572282,Brooklyn,11222,51.0
3017,40.751483,-73.996764,Manhattan,10001,4.0
3136,40.7663860830547,-73.971512427134869,Manhattan,10035,47.0
3144,40.77677702,-73.9590097,Manhattan,10028,47.0
3427,40.724305272503322,-73.996009826660156,Manhattan,10012-3332,40.0
3161,40.780183964259187,-73.977285323559556,Manhattan,10023,59.0
3238,40.773913902381182,-73.9543953537941,Manhattan,10075,37.0
3410,40.6864442,-73.98759104,Brooklyn,11217,31.0
3181,40.692609,-74.016398,Manhattan,10004,23.0
3408,40.6881529,-73.99520919,Brooklyn,11201,27.0
3180,40.69878,-73.99712,Brooklyn,11201,33.0
,40.716633,-73.981933,Manhattan,10002-1013,
3234,40.751593684511121,-73.98043155670166,Manhattan,10017,55.0
3014,40.722852,-73.959114,Brooklyn,11249,3.0
3115,40.73232194,-73.9550858,Brooklyn,11222,51.0
3079,40.71103537,-73.94714303,Brooklyn,11222,24.0
3065,40.70029511,-73.95032283,Brooklyn,11211,34.0
3359,40.7691572,-73.96703464,Manhattan,10021,35.0
3057,40.691282598061939,-73.94524156874121,Brooklyn,11221,18.0
3305,40.781122323752754,-73.949655900035367,Manhattan,10128,39.0
3222,40.685159599891776,-73.977113664150238,Brooklyn,11227,39.0
3154,40.77314236,-73.95856158,Manhattan,10075,51.0
3386,40.6809591,-73.99905709,Brooklyn,11231,29.0
3436,40.721319,-74.010065,Manhattan,10013,31.0
3106,40.723249983248,-73.943080012329446,Brooklyn,11222,47.0
3389,40.6830456,-74.00348559,Brooklyn,11231,29.0
3071,40.70538077,-73.94976519,Brooklyn,11206,19.0
3397,40.6763947,-73.99869893,Brooklyn,11231,25.0
3073,40.70691254,-73.95441667,Brooklyn,11249,27.0
3100,40.724812573134358,-73.947526191986157,Brooklyn,11222,53.0
3123,40.744697437986993,-73.935403732026813,Queens,11101,27.0
3445,40.791811715010972,-73.9786022901535,Manhattan,10024,39.0
3400,40.796153535804422,-73.947821415255092,Manhattan,10029,24.0
3264,40.764210071690641,-73.969104588031769,Manhattan,10065,47.0
3298,40.686371,-73.99383324,Brooklyn,11201,23.0
3253,40.67280641227746,-73.968865871429443,Brooklyn,11238,3.0
3538,40.802692,-73.96295,Manhattan,10025,45.0
3149,40.77517793,-73.95324922,Manhattan,10028,27.0
3405,40.6704836,-73.98208968,Brooklyn,11215,23.0
3246,40.694281185904565,-73.9923003129979,Brooklyn,11201,39.0
3330,40.6725058,-74.00494695,Brooklyn,11231,19.0
3318,40.7839636,-73.9471673,Manhattan,10128,39.0
3315,40.6847514,-73.99917254,Brooklyn,11231,23.0
3504,40.8029263,-73.9379,Manhattan,10035,28.0
3337,40.673635513415043,-74.011955559253693,Brooklyn,11231,24.0
3056,40.690725526837674,-73.951334611424087,Brooklyn,11216,23.0
3091,40.71764,-73.94882,Brooklyn,11222,37.0
3049,40.68488,-73.96304,Brooklyn,11238,19.0
3371,40.674613422475815,-73.985011428594589,Brooklyn,11215,27.0
,40.646768,-74.01651,Brooklyn,11220,
3462,40.751183874632773,-73.971387147903442,Manhattan,10017,39.0
3317,40.6686273,-73.98700053,Brooklyn,11215,24.0
3479,40.685125595154148,-74.025353193283081,Manhattan,10004,45.0
3356,40.7746671189432,-73.984705688395039,Manhattan,10023,21.0
3308,40.6861758,-73.99645295,Brooklyn,11231,27.0
,40.7628138,-73.9342862,Queens,11101,
3489,40.710699946313873,-74.003541469573975,Manhattan,10038,32.0
3070,40.70510918,-73.94407279,Brooklyn,11206,23.0
3401,40.6724811,-73.99331394,Brooklyn,11231,20.0
3370,40.772796603491905,-73.955778013811056,Manhattan,10075,25.0
3324,40.6685455,-73.99333264,Brooklyn,11215,25.0
3510,40.807831638419046,-73.949373020616846,Manhattan,10027,31.0
3530,40.7787185,-73.9145645,Queens,11102,19.0
,40.8109494,-73.9634,Manhattan,10027,
3503,40.80295,-73.942954,Manhattan,10037,30.0
3369,40.772460697672628,-73.94682079953003,Manhattan,10028,29.0
,40.66314,-73.9605695,Brooklyn,11225,
3501,40.8014866,-73.9442507,Manhattan,10035,29.0
3525,40.776165,-73.9153175,Queens,11105,21.0
3535,40.804038,-73.945925,Manhattan,10027,27.0
3342,40.6777748,-74.0094613,Brooklyn,112321,23.0
3516,40.7699176,-73.9184057,Queens,11102,31.0
,40.6777747,-73.9529322,Brooklyn,11216,
,40.6627059,-73.9569115,Brooklyn,11225,
,40.787285198609517,-73.950122594833374,Manhattan,10029,
3495,40.7945663,-73.9362541,Manhattan,10029,26.0
,40.760339,-73.9222427,Queens,11106,
,40.7601853,-73.9362726,Queens,11106,
,40.795508,-73.941606,Manhattan,10029,
3252,40.675349530674119,-74.010020345449448,Brooklyn,11231,3.0
,40.7596276,-73.9321455,Queens,11106,
3536,40.8082,-73.9641,Manhattan,10027,43.0
3511,40.802535,-73.9532423,Manhattan,10026,22.0
3296,40.782454175279874,-73.9489196240902,Manhattan,10128,42.0
,40.7627442,-73.9391141,Queens,11106,
3478,40.657088624208583,-74.00870209036087,Brooklyn,11232,43.0
3257,40.773768670228741,-73.971169888973236,Manhattan,10023-5104,3.0
,40.7580582962864,-73.92427501877826,Queens,11106,
,40.813358,-73.956461,Manhattan,10027-4840,
,40.754120830003224,-73.980251843190842,Manhattan,10017,
,40.741021509002657,-74.001384973526,Manhattan,10011,
,40.818477,-73.947568,Manhattan,10030,
,40.711444,-74.014847,Manhattan,10281,
,40.742751796489948,-73.9847157150507,Manhattan,10001-7604,
,40.6758329439129,-74.014726281166077,Brooklyn,112321,
,40.68663,-73.9168,Brooklyn,11221,
,40.752694,-74.002353,Manhattan,10001,
,40.704508,-73.9351,Brooklyn,11206,
,40.7437524099784,-73.941764831542969,Queens,11101,
,40.70553,-73.9096,Queens,11385,
,40.69047,-73.923511,Brooklyn,11221,
,40.69081,-73.90448,Brooklyn,11207,
,40.68822,-73.91966,Brooklyn,11221,
,40.783786,-73.981687,Manhattan,10024,
,40.72984014820495,-73.948389822409609,Brooklyn,11222,
,40.719383,-73.991479,Manhattan,10002,
,40.690648070829432,-73.957461789250374,Brooklyn,11205,
,40.72387,-73.975767,Manhattan,10009,
,40.752474,-73.939991,Queens,11101,
,40.671907,-73.993612,Brooklyn,11215,
,40.71882,-73.93948,Brooklyn,11211,
,40.72158,-73.94546,Brooklyn,11222,
,40.69544,-73.93223,Brooklyn,11221,
,40.700003,-73.92834,Brooklyn,11221,
,40.68458,-73.90925,Brooklyn,11207,
,40.7576314,-73.9391224,Queens,11101,
,40.7611488,-73.9170071,Queens,11103,
,40.735918,-74.000939,Manhattan,10014,
,40.81296,-73.941878,Manhattan,10030,
,40.823168,-73.955857,Manhattan,10031,
,40.70577,-73.91292,Queens,11385,
,40.702461,-73.986842,Brooklyn,11201-1832,
,40.752643,-73.974996,Manhattan,10017,
,40.76408932350688,-73.910651206970215,Queens,11103,
,40.6630619,-73.9538746,Brooklyn,11225,
,40.666563,-73.956741,Brooklyn,11225,
,40.73269,-73.98974,Manhattan,10003,
,40.824796,-73.90242,The Bronx,10456,
,40.822351,-73.926907,The Bronx,10451,
,40.819701,-73.901311,The Bronx,10459,
,40.827305,-73.951989,Manhattan,10031,
,40.812299,-73.92037,The Bronx,10454,
,40.74714,-73.97113,Manhattan,10017-6927,
,40.823732,-73.919379,The Bronx,10451,
,40.705517,-73.93936,Brooklyn,11206,
,40.84522,-73.940493,Manhattan,10032,
,40.840484,-73.917946,The Bronx,10452,
,40.820877,-73.939249,Manhattan,10030,
,40.812769,-73.901583,The Bronx,10455,
,40.709070386614009,-73.921570594471021,Brooklyn,11237,
,40.696232971293163,-73.991420567035675,Brooklyn,11231,
,40.782593,-73.971211,Manhattan,10024,
,40.756512729849547,-73.929574862122521,Queens,11106,
,40.827883,-73.927111,The Bronx,10451:10455,
,40.820681,-73.945144,Manhattan,10031,
,40.762009,-73.996975,Manhattan,10018,
,40.697481,-73.935877,Brooklyn,11206,
,40.8428422,-73.9421253,Manhattan,10032,
,40.69905,-73.91516,Brooklyn,11237,
,40.70437,-74.00637,Manhattan,10005,
,40.726869515282068,-73.989190310239792,Manhattan,10003,
,40.822756,-73.951346,Manhattan,10031,
,40.761293897289086,-73.916916847229,Queens,11369,
,40.819783,-73.936521,Manhattan,10037,
,40.823061,-73.941928,Manhattan,10039,
,40.79346,-73.92389,Manhattan,10454-4606,
,40.6972,-73.90674,Queens,11385,
,40.83094,-73.91125,The Bronx,10456,
,40.817166,-73.914737,The Bronx,10455,
,40.75370225419114,-73.958652019500718,Manhattan,11109,
,40.8190344,-73.956156,Manhattan,10027-4840,
,40.806896,-73.911837,The Bronx,10454,
,40.808891,-73.91081,The Bronx,10454,
,40.80838418160377,-73.923603821933966,The Bronx,10454,
,40.806414,-73.936085,Manhattan,10035,
,40.763422,-73.914142,Queens,11103,
,40.830663,-73.941323,Manhattan,10032,
,40.706860038588758,-73.928510135060648,Brooklyn,11237,
,40.824956,-73.891677,The Bronx,10472,
,40.811113938864629,-73.9149299650655,The Bronx,10454,
,40.83171,-73.90208,The Bronx,10456,
,40.69122,-73.91693,Brooklyn,11221,
,40.82696,-73.907451,The Bronx,10456,
,40.762507,-73.902534,Queens,11377,
,40.830051,-73.892103,The Bronx,10459,
,40.820089,-73.928947,The Bronx,10451,
,40.816124,-73.908116,The Bronx,10455,
,40.821728,-73.952761,Manhattan,10031,
,40.773015082913822,-73.911190330982208,Queens,11101,
,40.84301,-73.91172,The Bronx,10453,
,40.814383,-73.915368,The Bronx,10455,
,40.837576,-73.910489,The Bronx,10456,
,40.805631,-73.934077,Manhattan,10035,
,40.683222541615947,-73.9738118648529,Brooklyn,11217,
,40.819609,-73.916071,The Bronx,10455,
,40.800425,-73.911034,The Bronx,10454,
,40.817802,-73.905203,The Bronx,10455-1201,
,40.830529,-73.894717,The Bronx,10459,
,40.833246,-73.896599,The Bronx,10456,
,40.820713,-73.911759,The Bronx,10451,
,40.807347437082,-73.908097743988037,The Bronx,10454,
,40.825289,-73.936232,Manhattan,10039,
,40.826677,-73.929327,The Bronx,10451,
,40.842173,-73.935111,Manhattan,10032,
,40.836103,-73.907199,The Bronx,10456,
,40.832678,-73.905158,The Bronx,10456,
,40.822215,-73.914688,The Bronx,10451,
,40.833303,-73.939326,Manhattan,10032,
,40.831998,-73.892686,The Bronx,10459,
,40.823429,-73.924689,The Bronx,10451:10455,
,40.830702,-73.936371,Manhattan,10039,
,40.832171,-73.889686,The Bronx,10460,
,40.818212,-73.955277,Manhattan,10027,
,40.842675,-73.908544,The Bronx,10457,
,40.847396,-73.931205,Manhattan,10040,
,40.817755,-73.92965,The Bronx,10451,
,40.832649,-73.885272,The Bronx,10460,
,40.821967,-73.896752,The Bronx,10459,
,40.839229,-73.899047,The Bronx,10457,
,40.812733371491888,-73.923695455686868,The Bronx,10454,
,40.818154,-73.925294,The Bronx,10455,
,40.838379,-73.905838,The Bronx,10457,
,40.827301,-73.896372,The Bronx,10459,
,40.826303,-73.898751,The Bronx,10459,
,40.823872,-73.908699,The Bronx,10456,
,40.83579,-73.913741,The Bronx,10456,
3229,40.680617684554512,-73.946249485015869,Brooklyn,11216,20.0
,40.7303801,-73.9747502,Manhattan,10009,
,40.830471,-73.904556,The Bronx,10456,
